,Station name,UIC code,Total travelers 2023,Total travelers 2022,Total travelers 2021,Total travelers 2020,Total travelers 2019,Total travelers 2018,Total travelers 2017,Total travelers 2016,Total travelers 2015
2704,Lorient Bretagne Sud,87476002,1910564,1766624,1312177,962917,1390474,1222341,1243102,1165951,1184731
2705,Louveciennes,87382457,970429,977571,827992,478388,1015247,1001155,993261,965641,949312
2706,Louverné,87478511,915,909,208,100,158,968,1006,1001,1609
2707,Lozanne,87721423,376794,344722,247333,187167,303063,270352,326687,303163,311082
2708,Lucé,87394015,11847,16305,14457,12514,20486,23380,25277,23957,25563
2709,Lunas,87781575,626,582,260,108,299,182,158,111,81
2710,Lutzelbourg,87215160,81681,70226,59383,50185,73763,68739,62679,57524,59662
2711,Luxé,87583823,35549,30018,23429,18100,23325,21635,27468,24996,22633
2712,Lycée Henri Sellier,87988717,1753776,1648127,1320614,1621273,1335610,1332694,1338409,1316397,1288152
2713,Lépin-le-Lac - La Bauche,87741439,91097,78670,48545,40970,56105,55118,63877,53151,60382
2714,Mamirolle,87718510,18504,19006,12182,15420,21159,17418,19376,17105,18392
2715,Mantes-la-Jolie,87381509,8983680,8323186,6799318,5533654,11473614,11017685,10662194,10174217,9474592
2716,Maresquel-Ecquemicourt,87317206,1814,2151,1346,1,0,15,165,571,711
2717,Margaux,87581215,62428,47532,36102,27822,38867,27648,23835,21388,27136
2718,Margut - Fromy,87172411,665,239,46,195,57,156,259,167,568
2719,Marienthal,87213603,72487,62889,51480,41225,64140,63047,63044,69455,70414
2720,Marigny,87485334,13441,11010,9732,8587,7067,5830,7726,7893,9236
2721,Marle sur Serre,87296095,71908,66223,48857,44179,51637,49286,53603,53784,56228
2722,Marmande,87586545,603172,541375,408069,302288,475299,419848,445085,419885,433512
2723,Maroeuil,87342188,8403,4074,5573,9351,14208,13588,20374,21672,22069
2724,Maromme,87411249,101808,82186,69644,68052,99415,92979,95966,89439,108387
2725,Marquise - Rinxent,87317339,144743,149409,123720,105312,137867,139133,160432,154999,170801
2726,Martigues,87753509,35992,35042,25979,17300,40292,41142,50797,47404,52934
2727,Masseret,87594820,8253,8126,6984,4637,5767,4757,5467,4781,6345
2728,Massy Europe,87725465,0,0,0,0,0,0,0,0,0
2729,Massérac,87471227,10345,6406,2309,1210,7720,10227,8028,8415,11547
2730,Mauzac-et-Grand-Castang,87584466,1616,1476,474,169,335,391,947,1095,1639
2731,Mazamet,87615542,81976,68204,52112,40290,55808,48875,61909,58346,60454
2732,Meaux,87116103,9412908,7838001,8727614,649234,9490751,9260830,9061287,8698195,8321142
2733,Menton,87756486,2393036,1838470,1334327,1106504,1935727,1704152,1846053,1612481,1573073
2734,Messac - Guipry,87471185,382957,329671,228180,192045,266882,228442,245555,245557,253292
2735,Metz Nord,87192070,64870,48453,36995,25967,35065,30706,30222,24439,17291
2736,Metzeral,87182816,59233,50970,50116,45391,54194,62744,65992,65268,66614
2737,Meudon,87393108,1295705,917576,842580,510325,1111888,1163411,1215518,1248717,1275747
2738,Meursault,87713560,20591,16073,7705,10755,18328,16723,18019,15772,16038
2739,Millau,87783001,45133,38166,30413,30177,40223,50825,70869,71789,80605
2740,Milly-sur-Thérain,87313700,10090,9119,4557,4098,5878,7516,7719,7829,8988
2741,Mionnay,87723726,100912,89594,63995,54101,98182,90023,96332,101028,100975
2742,Miramas,87753004,716877,682995,551184,423780,668063,617949,666781,625844,636861
2743,Miraumont,87342030,14826,16114,16002,12158,20130,19214,19506,17402,17180
2744,Modane,87742007,206237,216671,193963,163718,205104,205051,214537,194357,195519
2745,Mohon,87172155,14606,12787,8285,5904,13533,12387,17574,13664,17313
2746,Mommenheim,87212142,317382,258153,199465,169598,250511,227190,218014,210960,204272
2747,Monnaie,87574681,49516,48872,26816,18587,29171,32319,31161,29767,28395
2748,Montaigut-le-Blanc,87597674,1747,1053,598,391,1341,1277,1462,1515,1376
2749,Montataire,87276618,55887,58123,42796,25650,42097,32123,33684,32742,26930
2750,Montbartier,87611699,89890,80459,60683,47521,54779,43759,55637,54208,51823
2751,Montbéliard,87184523,632495,601319,452178,397874,539812,484248,538456,495367,529251
2752,Monteux,87765818,106337,96193,76171,51419,106553,107288,126879,86965,45716
2753,Montgeron - Crosne,87682104,3581486,3365599,2431317,1158916,4074620,4167597,4287891,4328950,4348527
2754,Montigny-sur-Loing,87684100,275759,177306,132847,123409,214722,217333,220429,218474,216959
2755,Montlouis-sur-Loire,87571273,93548,36020,19529,14161,20874,19364,20668,21990,21804
2756,Montluçon,87641001,250470,268390,224161,191312,301423,309296,345749,343667,380565
2757,Montluçon Rimard,87323675,10664,12871,10199,7320,7283,10941,13749,11342,8532
2758,Montreuil,87382879,2001814,2010237,1897965,748793,2226698,2204405,2192249,2137642,2248554
2759,Montreuil sur Mer,87317164,48213,41868,20736,2242,2462,2112,29338,51489,57554
2760,Montreuil-Bellay,87487637,10506,9781,6728,4470,6291,5807,5441,6366,7024
2761,Montreuil-sur-Ille,87478032,333348,310878,218574,193212,257240,247309,249303,242254,243526
2762,Montreuil-sur-Thérain,87316406,3049,3687,3603,4384,5769,4745,5019,4999,5185
2763,Montroc le Planet,87746867,5335,5222,3434,2607,4393,4196,3327,3238,3052
2764,Montry - Condé,87116400,66131,42061,54070,23320,50924,54662,58286,61455,64462
2765,Morcenx,87673103,265157,233950,188946,138528,173007,147913,156948,142505,146503
2766,Morgny-la-Pommeraye,87411439,32487,28457,23328,19899,23642,21282,26118,28912,33072
2767,Morvillars,87184424,9622,9808,7125,5663,5243,138,0,0,0
2768,Motteville,87411280,69745,63184,54932,61279,89599,82013,83730,82711,94628
2769,Moulins sur Allier,87696328,794357,763246,599672,465073,729618,677474,746273,708622,755149
2770,Moulis - Listrac,87581231,45667,35916,25708,17758,28996,21411,17867,14069,17014
2771,Moult - Argences,87444190,74753,61050,46947,42302,65037,52825,54219,50359,52358
2772,Mulhouse Zu Rhein Tram-Train,87472639,0,0,0,0,0,0,0,0,0
2773,Munster,87182394,270683,228245,212142,205614,245420,252154,276523,276039,274483
2774,Mériel,87276675,413212,401661,379076,150619,394514,378755,369878,355864,341878
2775,Mérignac Arlac,87278259,96885,88408,80857,64264,141346,108444,89808,76646,83656
2776,Naintré,87575175,32609,32089,24025,20569,26364,23428,25714,28130,30103
2777,Nanterre Université,87386318,6863809,8029557,6434071,95902,6286199,6151526,6084600,5890393,5665620
2778,Nanteuil-le-Haudouin,87271577,474083,446309,388946,246534,436518,410324,409721,379607,394356
2779,Nançois - Tronville,87175067,1288,1191,891,664,866,858,892,855,1434
2780,Nemours - Saint-Pierre,87684126,1383554,1245506,1279368,772805,1507877,1532858,1565806,1563912,1561329
2781,Neufchâtel-Hardelot,87317099,18941,19104,13625,10591,11140,9837,11945,11256,10990
2782,Neuillé-Pont-Pierre,87571547,12525,18288,14943,13053,15069,15307,14988,18315,18864
2783,Nevers,87696005,1045312,1022933,771722,559625,876999,818644,880368,831561,875783
2784,Nice,87756056,11229438,9397550,6631770,5221606,9517119,8415150,9028045,8030193,8394842
2785,Nice Riquier,87756353,2633233,2350877,1867980,1520804,2512599,2116248,2225085,1795171,1808679
2786,Nice Saint-Augustin,87756254,2102122,1704378,1078899,805886,1668234,1397161,1482063,1142175,1076577
2787,Nieul,87592410,4723,3572,1964,1496,2413,1458,2687,4450,4756
2788,Nogent-le-Rotrou,87394296,611628,621369,481269,376474,477607,411036,432215,429097,446280
2789,Nointel - Mours,87276758,387335,377139,351212,207757,430630,421212,408289,403564,397988
2790,Nonancourt,87393553,11644,11034,6321,5516,10375,9831,10910,13214,14725
2791,Nouzonville,87172023,56137,46478,33050,20182,22170,22648,30330,37045,39711
2792,Noyelles-sur-Mer,87317396,128893,110387,88054,60948,78623,67245,73033,69507,69462
2793,Olonne-sur-Mer,87486431,15420,14196,10075,6788,8921,8271,6516,4641,3266
2794,Orange,87765107,420120,389111,330499,218227,390348,378570,462681,413419,416136
2795,Oudon,87481184,138177,108968,73541,58585,105807,109963,117191,108209,98238
2796,Oullins,87722207,186040,190323,162086,114348,164130,146425,165780,136158,129690
2797,Pagny-sur-Meuse,87175828,6786,6897,4676,3509,4708,3520,2801,2931,3962
2798,Paimpol,87473868,87366,79438,65144,52778,66268,59474,52887,42884,50181
2799,Pamiers,87611343,407502,358918,270418,178137,295200,267380,345524,341778,354474
2800,Pauillac,87581256,100429,86882,65836,48177,86219,60960,56590,50884,59029
2801,Peille,87756791,17162,17444,9254,8434,15368,9778,11081,10098,8002
2802,Peillon Sainte-Thècle,87756783,15395,11074,4871,6534,11103,8759,9552,7515,6977
2803,Persan - Beaumont,87276469,3824386,3807121,3586931,1989555,4112008,4071799,3932743,3707776,3487981
2804,Picquigny,87313106,92474,79125,68856,58943,67126,63106,66180,70002,70293
2805,Pierrelaye,87276097,1288628,1263736,1302897,853385,1309897,1304587,1276008,1243565,1207581
2806,Pignans,87755389,46556,39579,31792,17198,23944,19002,21896,20858,18054
2807,Pihen-lès-Guînes,87316679,577,212,102,429,1316,1461,1554,2547,2366
2808,Pins-Justaret,87618116,130884,128776,116372,88021,125313,139920,180388,188800,201565
2809,Plougonver,87473538,6239,6494,4720,3700,4433,4315,3960,5069,5149
2810,Poissy,87386573,11878444,11163637,7308400,5232947,10787497,10810112,10895097,10764545,10598539
2811,Pompey,87141788,88779,83327,60106,48312,77858,68591,56376,53234,60930
2812,Pont Cardinet,87381111,7123181,7490334,6257223,3309895,6759706,6103661,5633400,5161047,3511372
2813,Pont Petit,87276154,208735,235584,257836,116823,300226,328806,295774,274583,253752
2814,Pont de la Deûle,87345207,25078,24168,17475,13177,19152,17724,19305,19886,23457
2815,Pont-Remy,87313130,21237,15979,15682,11473,16813,14120,17400,17224,17444
2816,Pont-d'Ain,87743120,32568,31244,25236,19543,26296,21678,26249,24673,24354
2817,Pont-du-Château,87734087,90764,65781,43341,42416,46360,44687,49169,49051,50059
2818,Pontanevaux,87725721,45548,39660,30793,25503,37095,32343,36465,35218,36131
2819,Ponthierry - Pringy,87682526,435226,408987,421325,225928,495137,503026,513571,513654,511417
2820,Pontivy,87476556,22401,26397,11510,9138,18828,16639,15523,16089,18598
2821,Pontoise,87276139,7693222,7676107,7186870,4540241,7951035,8172721,8065338,7866331,7392889
2822,Pontrieux Halte,87473835,11032,9334,5888,2636,3273,3350,4116,4709,4910
2823,Pornic,87481283,219264,207613,149450,106737,148639,111603,103013,81644,40188
2824,Pougues-les-Eaux,87696211,16282,14877,12459,9332,13517,12061,12487,14638,17385
2825,Prades - Molitg-les-Bains,87784637,30050,20067,14130,4349,2701,2780,5209,4925,4797
2826,Pringy,87746206,52748,44336,25998,17871,25219,22265,25311,20143,23469
2827,Prunay,87171629,8111,7299,3964,2421,1897,2214,5449,10407,15516
2828,Pulligny - Autrey,87141564,0,0,268,452,952,1053,1349,1190,907
2829,Péreire - Levallois,87381012,3958143,3719484,1495122,1599075,4503007,4649913,4850376,4948939,5021220
2830,Périgueux,87595009,1058844,968530,760506,571556,838256,767758,894784,868885,902669
2831,Quimper,87474098,1619395,1483787,1076265,745934,1058048,951271,949964,880602,918186
2832,Quédillac,87473058,34501,29225,17720,16478,15811,14362,10624,7876,9223
2833,Ranspach,87182402,18532,18596,18831,18331,18981,19487,22046,23264,22381
2834,Razac-sur-l'Isle,87595223,26425,9118,4100,3803,5446,2851,3667,4646,6424
2835,Reichshoffen,87213249,206465,223685,166996,138449,162837,154855,153808,152687,153302
2836,Remiremont,87144451,363176,319312,222601,170067,272473,242731,263246,250668,266804
2837,Rezé Pont Rousseau,87481036,213334,183745,139923,115148,184589,176216,163440,147178,113131
2838,Riedseltz,87213462,9902,8528,7785,6820,12349,11988,9998,7861,6855
2839,Rilly-la-Montagne,87171595,110502,92751,74796,68278,63585,64498,75260,69459,69591
2840,Ris-Orangis,87681338,1206236,1133508,1059715,557733,1372333,1456780,1544557,1608103,1668234
2841,Rivarennes,87571653,24198,27365,15135,16259,21814,19409,18529,18089,17120
2842,Rive-de-Gier,87726331,757008,680366,507759,419682,708038,658605,692933,658475,658702
2843,Rives,87747246,337798,331340,276192,231234,350318,320734,338855,319696,340527
2844,Rixheim,87182071,196073,172531,138354,126305,201126,188163,196831,201798,203282
2845,Roanne,87726802,997055,944259,777719,619152,939323,852143,1001053,950175,966343
2846,Rognac,87753251,227793,223205,178481,154490,221956,205256,229253,222997,240424
2847,Roissy-en-Brie,87116038,3064172,2879867,2912276,1913470,3304512,3326124,3354377,3322409,3272883
2848,Romanèche-Thorins,87725739,54480,47885,32133,26448,44326,36632,38947,37297,37227
2849,Ronchin,87286534,65916,60809,46563,36744,46032,41638,42290,41056,47404
2850,Roquebrune-Cap-Martin,87756460,144334,112595,77252,57143,90870,76162,80701,63277,50498
2851,Rosa Parks,87654798,12754682,11987483,5937856,2865667,9038087,9029393,9065994,8923180,0
2852,Roscoff,87474635,13427,11236,8879,6737,15774,28468,42497,31926,30629
2853,Rosny-sur-Seine,87415885,443476,416761,334211,200417,496083,447201,410431,367325,326923
2854,Rosult,87286567,74691,64374,53234,45264,68125,63529,67731,61394,64914
2855,Rouen Rive Droite,87411017,8094665,6977129,4909637,4070897,6434230,5808945,6047544,5801845,6129661
2856,Rougemont Chanteloup,87431791,1748152,1642841,1316379,2664824,1916809,1933062,1935774,1901525,1870285
2857,Rouillé,87485532,16897,16496,12912,8279,11199,7829,8552,8653,7773
2858,Route de Launaguet,87611954,504,183,298,196,0,0,268,255,29
2859,Rémilly,87192237,280750,252235,213967,171395,221181,198676,210648,204418,218389
2860,Sains-du-Nord,87295709,50051,45970,35654,34475,53761,53732,57580,59068,67083
2861,Saint-Aigulin - La Roche-Chalais,87584540,33004,26956,21355,16612,21510,13155,10372,10736,11140
2862,Saint-Amand-Longpré,87574640,7962,5454,4529,3049,5559,4642,5487,3809,3228
2863,Saint-Amand-Montrond - Orval,87576322,67241,59281,49900,44514,57623,47585,56650,54625,59638
2864,Saint-André-de-Corcy,87723734,272654,252233,181491,147522,258339,230575,250018,238906,237176
2865,Saint-André-de-Cubzac,87491241,690394,620862,464028,374173,579774,489496,440540,351784,327142
2866,Saint-André-lez-Lille,87286195,23034,21166,15188,10102,15321,14598,17021,16714,17216
2867,Saint-Antoine-du-Rocher,87571539,19637,29705,20637,13290,14268,17539,17089,19044,21199
2868,Saint-Astier,87595249,201212,180909,141576,107474,140127,132628,155975,154801,157923
2869,Saint-Aubin - Saint-Luperce,87394213,21617,23878,17062,14947,18501,14033,12809,16298,17792
2870,Saint-Aunès,87773465,10954,7074,4513,2966,3044,2523,2753,3160,2971
2871,Saint-Avre - La Chambre,87741306,79591,75854,55781,49465,69710,67349,77317,70572,73613
2872,Saint-Brieuc,87473009,1834483,1610864,1187493,897060,1340194,1235284,1277265,1217822,1217908
2873,Saint-Chamas,87753202,86118,83403,65940,51759,75620,64155,61563,55922,57814
2874,Saint-Chéron,87545509,568577,534294,520635,303049,646845,635240,629270,610113,588563
2875,Saint-Clair - Les Roches,87722652,671449,623525,444871,363082,549243,491215,500457,448046,430657
2876,Saint-Denis,87271015,28530643,26902902,23803027,16128368,32141497,32855279,33275543,32732352,32140562
2877,Saint-Denis-de-Pile,87584508,32649,32692,29527,24752,36759,27509,25184,24098,24944
2878,Saint-Denis-des-Murs,87592097,5419,3137,2592,2656,3829,2356,1816,1779,2601
2879,Saint-Florentin - Vergigny,87683318,98376,93329,62189,45126,75902,60389,68828,64391,68353
2880,Saint-Féliu-d'Avall,87784520,3389,1989,1313,932,0,215,490,553,630
2881,Saint-Georges-de-Commiers,87747568,3803,2985,2966,1928,2914,2002,2083,1896,8558
2882,Saint-Germain-au-Mont-d'Or,87721282,503397,461731,340945,269883,408397,350384,376630,359983,356255
2883,Saint-Germain-en-Laye Bel-Air - Fourqueux,87733675,800369,378967,0,0,0,0,0,0,0
2884,Saint-Gilles-Croix-de-Vie,87486571,148819,138563,105056,79246,113411,99438,105626,93217,61724
2885,Saint-Hilaire-de-Chaléons,87481234,28757,26154,17864,14462,22733,20289,19155,13337,8326
2886,Saint-Jean-de-Losne,87713651,60599,65862,43560,44316,53468,49342,50434,45894,47875
2887,Saint-Joseph le Castellas,87759316,11186,11134,7529,3710,5908,4822,10794,10221,9584
2888,Saint-Just-en-Chaussée,87313270,519462,499407,436351,407514,521732,511473,538917,535839,534584
2889,Saint-Laurent - Gainneville,87413310,31008,20887,20245,26101,41991,37494,39359,39789,40212
2890,Saint-Laurent-du-Var,87756346,1021813,827056,677643,518192,858618,702731,727699,576583,581727
2891,Saint-Leu-la-Forêt,87276600,2271180,2272089,1845506,588790,2353567,2395427,2343136,2277835,2203356
2892,Saint-Lothain,87718197,3502,4028,3319,2787,2811,4255,4490,5279,4154
2893,Saint-Louis les Aygalades,87751644,0,0,0,0,0,0,0,16,30
2894,Saint-Malo,87478107,1703866,1638571,1202705,889726,1263626,1135793,1164343,1092776,1107633
2895,Saint-Mars-la-Brière,87396283,5268,4360,2419,2026,9515,10393,16072,16082,16442
2896,Saint-Martin-du-Mont,87743112,6807,6550,5748,4761,4774,3486,3849,4439,3697
2897,Saint-Michel-sur-Meurthe,87144683,2937,2472,2005,2379,2892,3095,3562,2897,2591
2898,Saint-Nabord,87146217,11437,10246,6162,4724,6705,5103,5094,3978,2351
2899,Saint-Ouen-l'Aumône,87276105,1860521,1826988,1588019,815623,1981424,1968878,1946678,1887874,1828723
2900,Saint-Paul-de-Varax,87723783,83955,82581,73321,63346,79363,81357,88962,77668,74491
2901,Saint-Piat,87394148,192959,192805,149913,124256,174649,171661,177968,183752,180912
2902,Saint-Pierre-en-Faucigny,87746313,127759,111254,82851,64995,75269,67226,68870,57520,47984
2903,Saint-Pierre-sur-Dives,87444216,74754,64822,46540,34560,42027,37490,36578,32687,35797
2904,Saint-Pol-de-Léon,87474569,2169,1595,1066,1173,4775,11471,14305,13486,12652
2905,Saint-Péray,87761494,597,2941,522,1051,1797,3080,1864,1609,1681
2906,Saint-Quentin,87296004,1319977,1207993,976291,774203,1092523,1082819,1165507,1131841,1159281
2907,Saint-Senoux - Pléchâtel,87471169,24166,17992,10673,11508,16198,13570,17055,16712,19286
2908,Saint-Thégonnec,87474312,157,250,126,80,591,399,662,1114,536
2909,Saint-Victurnien,87592683,4958,7943,4578,2816,2588,1825,3233,3407,4026
2910,Saint-Égrève Saint-Robert,87747352,75715,76528,59432,42409,72567,51709,58208,49892,54489
2911,Saint-Étienne-du-Rouvray,87411215,44231,30672,20282,18352,33652,25943,25475,23572,25593
2912,Salbris,87543165,286327,289499,199298,139089,209773,199767,200632,193643,195333
2913,Saléchan - Siradan,87618710,265,504,252,81,232,216,326,243,449
2914,Sarlat-la-Canéda,87595827,72932,65784,47918,32237,33045,47917,52745,49368,54155
